longitude,latitude,stype,fwy,direc,abs_pm,state_pm,size
-121.198664,38.639794,HV,50,W,22.58,16.91,3
-121.216543,38.631267,HV,50,W,21.466,15.796,3
-121.217954,38.630522,HV,50,W,21.375,15.705,3
-121.526374,38.64377,ML,5,N,523.405,28.112,3
-121.526674,38.644315,OR,5,N,523.446,28.153,3
-121.525792,38.642046,ML,5,S,523.278,27.985,3
-121.525683,38.641845,OR,5,S,523.263,27.97,3
-121.526971,38.644208,ML,5,S,523.44,28.147,3
-121.526971,38.644208,OR,5,S,523.44,28.147,3
-121.526971,38.644208,FR,5,S,523.44,28.147,3
-121.525185,38.641582,ML,5,N,523.241,27.948,3
-121.525344,38.641875,OR,5,N,523.263,27.97,3
-121.524047,38.639489,FR,5,N,523.084,27.791,3
-121.428164,38.642731,ML,80,W,91.594,M7.689,3
-121.428361,38.642773,OR,80,W,91.583,M7.678,3
-121.428218,38.642742,FR,80,W,91.591,M7.686,3
-121.430113,38.642893,ML,80,E,91.487,M7.582,3
-121.430004,38.642878,OR,80,E,91.493,M7.588,3
-122.250404,38.222236,ML,12,E,33.272,.4,3
-121.430277,38.642916,FR,80,E,91.478,M7.573,3
-121.431459,38.643286,ML,80,W,91.412,M7.507,3
-121.431624,38.643306,OR,80,W,91.403,M7.498,3
-121.426855,38.642058,ML,80,E,91.673,M7.768,3
-121.426495,38.641945,OR,80,E,91.694,M7.789,3
-121.41951,38.638645,ML,80,E,92.134,M8.229,3
-121.41951,38.638645,ML,80,E,92.134,M8.229,3
-121.413153,38.637495,ML,80,W,92.492,M8.587,3
-121.413172,38.637496,OR,80,W,92.491,M8.586,3
-121.410782,38.637484,FR,80,W,92.62,M8.715,3
-121.409584,38.637245,ML,80,E,92.684,M8.779,3
-121.409547,38.637245,OR,80,E,92.686,M8.781,3
-121.411982,38.63724,FR,80,E,92.555,M8.65,3
-121.397243,38.640913,ML,80,E,93.437,M9.532,3
-121.396978,38.641095,HV,80,E,93.456,M9.551,3
-121.397089,38.641018,OR,80,E,93.448,M9.543,3
-121.398475,38.640053,FR,80,E,93.348,M9.443,3
-121.513,38.566166,ML,5,N,517.664,22.371,3
-121.51304,38.566118,ML,5,N,517.66,22.367,3
-121.51374,38.565199,FR,5,N,517.585,22.292,3
-121.442702,38.641962,ML,80,E,90.796,M6.891,3
-121.442725,38.64221,ML,80,W,90.796,M6.891,3
-121.181256,38.641762,HV,50,E,23.549,17.879,3
-121.381476,38.641285,OR,51,N,8.114,8.114,3
-121.402085,38.630427,FR,51,N,6.743,6.743,3
-121.384478,38.638497,FR,51,N,7.863,7.863,3
-121.383259,38.639619,ML,51,N,7.965,7.965,3
-121.388304,38.635491,ML,51,N,7.568,7.568,3
-121.419489,38.619076,FR,51,N,5.43,5.43,3
-121.419798,38.618488,OR,51,S,5.369,5.387,3
-121.411226,38.626613,ML,51,S,6.174,6.192,3
-121.511449,38.627843,ML,80,E,86.826,M2.921,3
-121.511496,38.62782,ML,80,E,86.823,M2.918,3
-121.488798,38.63933,ML,80,W,88.285,M4.38,3
-121.488798,38.63933,ML,80,W,88.285,M4.38,3
-121.458923,38.641617,ML,80,W,89.914,M6.009,3
-121.151424,38.641689,OR,50,E,25.196,19.526,3
-121.37871,38.558938,FR,50,W,11.008,R5.374,3
-121.473685,38.539779,FR,99,N,297.499,23.029,3
-121.102106,38.883923,ML,80,E,117.165,15.665,3
-121.102186,38.884054,ML,80,W,117.165,15.665,3
-121.056822,38.924726,OR,80,E,121.058,R19.558,3
-121.056822,38.924726,ML,80,E,121.058,R19.558,3
-121.058666,38.921461,OR,80,W,120.814,R19.314,3
-121.058666,38.921461,ML,80,W,120.814,R19.314,3
-120.993668,39.003551,OR,80,E,127.613,R26.184,3
-120.993668,39.003551,FR,80,E,127.613,R26.184,3
-120.993668,39.003551,ML,80,E,127.613,R26.184,3
-120.9938,39.003607,OR,80,W,127.613,R26.184,3
-120.9938,39.003607,FR,80,W,127.613,R26.184,3
-120.9938,39.003607,ML,80,W,127.613,R26.184,3
-120.973725,39.04539,OR,80,E,130.861,29.376,3
-120.973725,39.04539,FR,80,E,130.861,29.376,3
-120.973725,39.04539,ML,80,E,130.861,29.376,3
-120.973859,39.045425,OR,80,W,130.861,29.376,3
-120.973859,39.045425,FR,80,W,130.861,29.376,3
-120.973859,39.045425,ML,80,W,130.861,29.376,3
-121.211519,38.633637,ML,50,E,21.778,16.108,3
-121.211582,38.633866,ML,50,W,21.782,16.112,3
-121.211519,38.633637,HV,50,E,21.778,16.108,3
-121.211582,38.633866,HV,50,W,21.782,16.112,3
-121.516229,38.494447,OR,5,S,512.402,17.109,3
-121.558706,38.57515,FF,50,E,0.576,0.576,3
-121.358216,38.662459,ML,80,E,96.119,12.619,3
-121.358216,38.662459,OR,80,E,96.119,12.619,3
-121.360352,38.66053,ML,80,E,95.942,12.442,3
-121.360316,38.660564,OR,80,E,95.945,12.445,3
-121.362336,38.658704,FR,80,E,95.777,12.277,3
-121.476106,38.55902,FF,50,E,5.496,L2.34,3
-121.474084,38.55457,FR,99,N,298.522,24.052,3
-121.111864,38.643278,OR,50,E,27.333,21.663,3
-121.372665,38.64925,OR,80,E,94.921,R11.296,3
-121.372982,38.648966,ML,80,E,94.895,R11.27,3
-121.372093,38.649766,HV,80,E,94.968,R11.343,3
-121.410403,38.456427,OR,99,S,290.675,16.23,3
-121.410403,38.456427,ML,99,S,290.675,16.23,3
-121.410403,38.456427,HV,99,S,290.675,16.23,3
-121.289659,38.725266,ML,80,E,101.824,0.324,3
-121.289659,38.725266,OR,80,E,101.824,0.324,3
-121.290607,38.724391,FR,80,E,101.749,0.249,3
-121.271665,38.742789,ML,80,W,103.376,1.876,3
-121.271665,38.742789,OR,80,W,103.376,1.876,3
-121.27055,38.744493,ML,80,W,103.508,2.008,3
-121.27055,38.744493,OR,80,W,103.508,2.008,3
-121.27055,38.744493,FR,80,W,103.508,2.008,3
-121.27055,38.744493,FR,80,W,103.508,2.008,3
-121.450708,38.60025,OR,160,S,48.588,45.987,3
-121.450708,38.60025,FR,160,S,48.588,45.987,3
-120.179254,39.166131,ML,89,N,69.405,10.544,3
-120.179253,39.16613,ML,89,S,69.405,10.544,3
-121.292034,38.790789,ML,65,N,67.34,R7.615,3
-121.292235,38.790629,ML,65,S,67.331,R7.613,3
-121.299964,38.802053,ML,65,N,68.248,M8.541,3
-121.300268,38.802125,ML,65,S,68.255,M8.543,3
-121.299807,38.83127,ML,65,N,70.265,R10.503,3
-121.300175,38.831071,ML,65,S,70.254,R10.501,3
-121.077987,38.650343,ML,50,E,29.291,0.485,3
-121.078186,38.650558,ML,50,W,29.287,0.481,3
-121.060049,38.656309,ML,50,E,30.282,1.476,3
-121.060204,38.656538,ML,50,W,30.281,1.475,3
-121.047245,38.657908,ML,50,E,31.009,2.203R,3
-121.04724,38.658448,ML,50,W,31.016,2.21L,3
-121.016682,38.655258,ML,50,W,32.793,3.987,3
-120.980746,38.65862,ML,50,E,34.775,5.977,3
-120.52208,38.760469,ML,50,W,63.157,34.77,3
-120.960106,38.659703,ML,50,W,35.859,7.057,3
-120.92282,38.672321,ML,50,E,38.16,9.621,3
-120.923084,38.67246,ML,50,W,38.159,9.616,3
-120.875034,38.698133,ML,50,E,41.482,12.943,3
-120.875192,38.698367,ML,50,W,41.483,12.94,3
-120.829229,38.72292,ML,50,E,44.624,16.085,3
-120.829309,38.723022,ML,50,W,44.629,16.086,3
-121.187472,38.817964,ML,80,E,110.346,8.846,3
-121.18765,38.818056,ML,80,W,110.346,8.846,3
-121.172854,38.830232,ML,80,E,111.502,10.002,3
-121.173122,38.830268,ML,80,W,111.497,9.997,3
-121.145771,38.852692,ML,80,E,113.63,12.13,3
-121.145902,38.852795,ML,80,W,113.635,12.135,3
-121.162344,38.839011,ML,80,E,112.331,10.831,3
-121.162695,38.838956,ML,80,W,112.319,10.819,3
-121.71973,38.547128,ML,80,E,73.437,1.25,3
-121.679725,38.556235,ML,80,E,75.695,3.508,3
-121.680063,38.556393,ML,80,W,75.689,3.502,3
-121.617777,38.567072,ML,80,E,79.131,6.944,3
-121.617892,38.567235,ML,80,W,79.13,6.943,3
-121.077987,38.650343,HV,50,E,29.291,0.485,3
-121.078186,38.650558,HV,50,W,29.287,0.481,3
-121.560264,38.579627,ML,80,E,82.455,R10.268,3
-121.560684,38.579562,ML,80,W,82.443,R10.256,3
-121.539989,38.685734,ML,99,N,300.085,33.388,3
-121.540297,38.723794,ML,99,N,302.708,36.011,3
-121.540537,38.7238,ML,99,S,302.683,36.011,3
-121.541496,38.753549,ML,99,N,304.744,1.184,3
-121.541835,38.753535,ML,99,S,304.719,1.184,3
-121.543383,38.778831,ML,99,N,306.551,2.991,3
-120.964609,38.659415,ML,50,E,35.609,6.811,3
-120.964585,38.65966,ML,50,W,35.615,6.813,3
-120.842029,38.709287,ML,50,E,43.392,14.853,3
-120.842334,38.709457,ML,50,W,43.39,14.847,3
-120.906603,38.68832,ML,50,E,39.566,11.027,3
-120.450299,38.771383,ML,50,W,67.947,39.56,3
-121.543735,38.778827,ML,99,S,306.526,2.991,3
-121.54357,38.838416,ML,99,N,310.692,7.132,3
-121.543927,38.838416,ML,99,S,310.667,7.132,3
-121.559187,38.871723,ML,99,N,313.157,9.671,3
-121.559187,38.871723,ML,99,S,313.132,9.671,3
-121.573293,38.888377,ML,99,N,314.541,11.055,3
-121.573292,38.888376,ML,99,S,314.516,11.055,3
-121.143454,38.641832,ML,50,E,25.623,19.953,3
-121.09803,38.643966,ML,50,E,28.148,22.478,3
-121.098121,38.64424,ML,50,W,28.148,22.478,3
-121.143381,38.642124,ML,50,W,25.627,19.957,3
-121.088228,38.646922,ML,50,E,28.767,23.097,3
-121.143454,38.641832,HV,50,E,25.623,19.953,3
-121.143381,38.642124,HV,50,W,25.627,19.957,3
-121.09803,38.643966,HV,50,E,28.148,22.478,3
-121.098121,38.64424,HV,50,W,28.148,22.478,3
-121.088228,38.646922,HV,50,E,28.767,23.097,3
-121.088347,38.647156,HV,50,W,28.767,23.097,3
-121.088347,38.647156,ML,50,W,28.767,23.097,3
-121.228627,38.783347,ML,80,E,107.09,5.59,3
-121.228782,38.783456,ML,80,W,107.088,5.588,3
-121.209307,38.799608,ML,80,E,108.618,7.118,3
-121.209562,38.799647,ML,80,W,108.61,7.11,3
-121.199595,38.807766,ML,80,E,109.386,7.886,3
-121.199784,38.807848,ML,80,W,109.384,7.884,3
-121.543594,38.815911,ML,99,N,309.083,5.523,3
-121.543853,38.8159,ML,99,S,309.058,5.523,3
-121.540243,38.685644,ML,99,S,300.058,33.386,3
-121.400469,38.639775,HV,80,W,93.217,M9.312,3
-121.299542,38.854288,OR,65,N,71.854,R12.092,3
-121.299542,38.854244,ML,65,N,71.851,R12.089,3
-121.299937,38.852352,ML,65,S,71.723,R11.97,3
-121.299941,38.852105,OR,65,S,71.706,R11.953,3
-121.299922,38.853544,FR,65,S,71.805,R12.052,3
-121.285685,38.787222,ML,65,S,66.907,R7.189,3
-121.285685,38.787222,OR,65,S,66.907,R7.189,3
-121.362782,38.376963,OR,99,S,284.571,10.126,3
-121.363519,38.377687,FR,99,S,284.635,10.19,3
-121.362724,38.376907,ML,99,S,284.566,10.121,3
-121.360779,38.375059,OR,99,S,284.4,9.955,3
-121.360779,38.375059,ML,99,S,284.4,9.955,3
-121.363259,38.377839,OR,99,N,284.66,10.19,3
-121.363259,38.377839,ML,99,N,284.66,10.19,3
-121.361263,38.375835,OR,99,N,284.484,10.014,3
-121.360713,38.375293,FR,99,N,284.436,9.966,3
-121.361137,38.375711,ML,99,N,284.473,10.003,3
-120.035411,39.422575,ML,80,W,200.327,29.506,3
-121.206314,38.802368,ML,80,W,108.867,7.367,3
-121.206314,38.802368,OR,80,W,108.867,7.367,3
-121.204533,38.803863,ML,80,W,109.008,7.508,3
-121.204533,38.803863,OR,80,W,109.008,7.508,3
-121.36084,38.660075,HV,80,E,95.901,12.401,3
-121.358216,38.662459,HV,80,E,96.119,12.619,3
-120.028216,38.814569,ML,50,W,94.865,66.7,3
-120.028219,38.814569,ML,50,E,94.861,66.7,3
-120.005357,38.875624,ML,50,W,100.865,72.7,3
-120.005359,38.875618,ML,50,E,100.861,72.7,3
-119.999409,38.904804,ML,50,E,102.961,74.8,3
-119.999408,38.904804,ML,50,W,102.965,74.8,3
-119.992592,38.921032,ML,50,E,104.443,76.282,3
-119.992688,38.921088,ML,50,W,104.445,76.28,3
-119.949431,38.95221,ML,50,W,107.966,79.801,3
-119.949361,38.952131,ML,50,E,107.962,79.801,3
-119.977471,38.935578,ML,50,W,105.775,77.61,3
-119.977343,38.935572,ML,50,E,105.771,77.61,3
-121.203484,38.804514,OR,80,E,109.079,7.579,3
-121.203661,38.804365,ML,80,E,109.065,7.565,3
-121.228254,38.625123,HV,50,W,20.704,15.034,3
-121.253517,38.615523,HV,50,W,19.184,13.514,3
-121.242093,38.619887,HV,50,W,19.872,14.202,3
-120.347655,39.33929,OR,80,E,176.311,R5.187R,3
-120.351034,39.338695,OR,80,W,176.363,R5.094L,3
-120.351096,39.338021,FR,80,E,176.106,R4.982R,3
-120.350991,39.338722,ML,80,W,176.366,R5.097L,3
-120.348914,39.339558,FR,80,W,176.493,R5.224L,3
-120.350822,39.338144,ML,80,E,176.123,R4.999R,3
-120.39169,39.325447,OR,80,E,173.631,R2.507L,3
-120.392997,39.325264,OR,80,W,173.776,R2.507L,3
-120.39169,39.325447,FR,80,E,173.631,R2.507L,3
-120.392997,39.325264,FR,80,W,173.776,R2.507L,3
-120.39169,39.325447,ML,80,E,173.631,R2.507L,3
-120.392997,39.325264,ML,80,W,173.776,R2.507L,3
-121.47958,38.389782,ML,5,N,504.791,9.498,3
-121.479957,38.389764,ML,5,S,504.791,9.498,3
-121.489227,38.436025,ML,5,N,508.02,12.727,3
-121.489577,38.435996,ML,5,S,508.02,12.727,3
-121.490528,38.442351,ML,5,N,508.461,13.168,3
-121.4909,38.442298,ML,5,S,508.461,13.168,3
-121.500846,38.47278,ML,5,N,510.647,15.354,3
-121.50115,38.472611,ML,5,S,510.647,15.354,3
-121.53841,38.665158,ML,5,S,525.018,29.725,3
-121.537985,38.665003,ML,5,N,524.998,29.705,3
-121.4648,38.641778,ML,80,W,89.596,M5.691,3
-121.464762,38.641523,ML,80,E,89.596,M5.691,3
-121.371911,38.386238,ML,99,S,285.38,10.935,3
-121.371569,38.386338,ML,99,N,285.401,10.931,3
-121.38238,38.399295,ML,99,S,286.447,12.002,3
-121.38238,38.399295,ML,99,S,286.447,12.002,3
-121.538844,38.666812,ML,99,N,299.036,R32.339,3
-121.538909,38.66454,ML,99,S,299.006,R32.334,3
-121.5529,38.590565,ML,80,E,83.31,R11.123,3
-121.553197,38.590703,ML,80,W,83.31,R11.123,3
-121.472307,38.533524,HV,99,S,297.031,22.586,3
-121.472307,38.533524,ML,99,S,297.031,22.586,3
-121.43051,38.481432,HV,99,S,292.742,18.297,3
-121.43051,38.481432,ML,99,S,292.742,18.297,3
-121.433628,38.484612,HV,99,N,293.046,18.576,3
-121.433628,38.484612,ML,99,N,293.046,18.576,3
-121.546531,39.021021,ML,70,E,11.588,R3.341,3
-121.546531,39.021021,OR,70,E,11.588,R3.341,3
-121.546531,39.021021,FR,70,E,11.588,R3.341,3
-121.546133,39.020018,ML,70,W,11.516,R3.269,3
-121.546133,39.020018,OR,70,W,11.516,R3.269,3
-121.546133,39.020018,FR,70,W,11.516,R3.269,3
-121.398963,38.431348,HV,99,S,288.836,14.391,3
-121.3991,38.431649,ML,99,S,288.858,14.413,3
-121.402358,38.43945,HV,99,N,289.45,14.98,3
-121.402358,38.43945,ML,99,N,289.45,14.98,3
-121.402358,38.43945,OR,99,N,289.45,14.98,3
-121.401062,38.436568,HV,99,N,289.239,14.769,3
-121.401184,38.436842,OR,99,N,289.259,14.789,3
-121.401177,38.436829,ML,99,N,289.258,14.788,3
-121.400731,38.435814,FR,99,N,289.184,14.714,3
-121.438127,38.488605,ML,99,S,293.386,18.941,3
-121.438127,38.488605,HV,99,S,293.386,18.941,3
-121.705701,38.550315,ML,80,E,74.228,2.041,3
-121.719907,38.547332,ML,80,W,73.437,1.25,3
-121.453621,38.503075,HV,99,S,294.69,20.245,3
-121.453621,38.503075,ML,99,S,294.69,20.245,3
-121.464889,38.519527,ML,99,S,295.985,21.54,3
-121.464889,38.519527,ML,99,S,295.985,21.54,3
-121.642137,38.562666,OR,80,E,77.778,5.591,3
-121.671229,38.558083,ML,80,E,76.172,3.985,3
-121.671473,38.558248,ML,80,W,76.172,3.985,3
-121.671212,38.558087,ML,80,E,76.173,3.986,3
-121.671455,38.558252,ML,80,W,76.173,3.986,3
-121.73467,38.540991,ML,80,W,72.505,0.318,3
-121.73467,38.540991,OR,80,W,72.505,0.318,3
-121.73467,38.540991,OR,80,W,72.505,0.318,3
-121.73467,38.540991,FR,80,W,72.505,0.318,3
-121.73467,38.540991,FR,80,W,72.505,0.318,3
-121.734311,38.540996,ML,80,E,72.505,0.318,3
-121.734311,38.540996,FR,80,E,72.505,0.318,3
-121.734311,38.540996,OR,80,E,72.505,0.318,3
-121.578698,38.574212,ML,80,W,81.297,9.11,3
-121.578829,38.57419,OR,80,W,81.29,9.103,3
-121.505808,38.56716,ML,50,W,3.785,L0.629,3
-121.504962,38.566933,FF,50,W,3.833,L0.677,3
-121.347361,38.562228,ML,50,W,12.72,7.086,3
-121.466872,38.523271,OR,99,S,296.265,21.82,3
-121.466872,38.523271,FR,99,S,296.265,21.82,3
-121.466872,38.523271,FR,99,S,296.265,21.82,3
-121.518745,38.628118,ML,5,S,522.246,26.953,3
-121.518336,38.627235,FF,5,S,522.182,26.889,3
-121.518752,38.628131,ML,5,S,522.247,26.954,3
-121.518343,38.627248,FF,5,S,522.183,26.89,3
-121.379661,38.558835,FF,50,W,10.956,5.322,3
-121.479797,38.559946,ML,50,E,5.284,L2.128,3
-121.549393,38.575114,ML,50,W,1.141,1.141,3
-121.549393,38.575114,OR,50,W,1.141,1.141,3
-121.549387,38.574921,FR,50,E,1.141,1.141,3
-121.547489,38.57512,ML,50,W,1.267,1.2666,3
-121.547965,38.57512,OR,50,W,1.241,1.241,3
-121.546644,38.575119,FR,50,W,1.313,1.313,3
-121.547002,38.574932,ML,50,E,1.293,1.293,3
-121.547002,38.574932,OR,50,E,1.293,1.293,3
-121.300092,38.817142,ML,65,N,69.29,R9.528,3
-121.300092,38.817142,OR,65,N,69.29,R9.528,3
-121.300092,38.817142,FR,65,N,69.29,R9.528,3
-121.300338,38.816631,ML,65,S,69.257,R9.504,3
-121.300338,38.816631,OR,65,S,69.257,R9.504,3
-121.299948,38.819977,ML,65,N,69.486,R9.724,3
-121.299948,38.819977,OR,65,N,69.486,R9.724,3
-121.30031,38.818702,ML,65,S,69.4,R9.647,3
-121.30031,38.818702,OR,65,S,69.4,R9.647,3
-121.30031,38.818702,FR,65,S,69.4,R9.647,3
-121.297375,38.71873,HV,80,W,101.209,17.709,3
-121.522114,38.516932,ML,5,S,514.011,18.718,3
-120.904896,38.690087,ML,50,W,39.719,11.176,3
-120.904896,38.690087,FR,50,W,39.719,11.176,3
-120.904896,38.690087,OR,50,W,39.719,11.176,3
-120.901937,38.691366,ML,50,E,39.896,11.357,3
-120.901937,38.691366,FR,50,E,39.896,11.357,3
-120.901937,38.691366,OR,50,E,39.896,11.357,3
-121.508379,38.575811,ML,5,S,518.4,23.107,3
-121.508379,38.575811,OR,5,S,518.4,23.107,3
-121.508379,38.575811,FF,5,S,518.4,23.107,3
-121.801891,39.716656,ML,99,N,376.298,R30.744,3
-121.802179,39.716552,ML,99,S,376.273,R30.744,3
-121.801891,39.716656,OR,99,N,376.298,R30.744,3
-121.802179,39.716552,FR,99,S,376.273,R30.744,3
-121.625883,38.165058,ML,160,N,15.868,3.758,3
-121.376401,38.559181,ML,50,W,11.134,5.5,3
-121.479797,38.559946,FF,50,E,5.284,L2.128,3
,,OR,160,S,49.632,47.031,3
-121.433422,38.605262,ML,51,S,4.177,4.177L,3
-121.19724,38.639977,FR,50,W,22.657,16.987,3
-121.198279,38.639639,HV,50,E,22.599,16.929,3
-121.198279,38.639639,ML,50,E,22.599,16.929,3
-121.473761,38.5458,HV,99,N,297.915,23.445,3
-121.473752,38.545424,ML,99,N,297.889,23.419,3
-121.379861,38.642727,ML,51,N,8.243,8.243,3
-121.379861,38.642727,FR,51,N,8.243,8.243,3
-121.380239,38.642643,FR,51,S,8.225,8.243,3
-121.380329,38.642561,ML,51,S,8.217,8.235,3
-121.517451,38.498579,ML,5,S,512.695,17.402,3
-120.104374,39.192855,ML,28,W,2.9,2.985,3
-120.104374,39.192855,ML,28,E,2.9,2.985,3
-121.285566,38.729269,HV,80,W,102.177,0.677,3
-121.285566,38.729269,ML,80,W,102.177,0.677,3
-121.285391,38.729156,HV,80,E,102.177,0.677,3
-121.285391,38.729156,ML,80,E,102.177,0.677,3
-121.521086,38.526211,ML,5,S,514.656,19.363,3
-121.503864,38.595674,ML,5,N,519.861,24.568,3
-121.27055,38.744493,HV,80,W,103.508,2.008,3
-121.269285,38.746111,ML,80,E,103.639,2.139,3
-121.269285,38.746111,ML,80,E,103.639,2.139,3
-121.269285,38.746111,OR,80,E,103.639,2.139,3
-121.269285,38.746111,OR,80,E,103.639,2.139,3
-121.269285,38.746111,FR,80,E,103.639,2.139,3
-121.271665,38.742789,HV,80,W,103.376,1.876,3
-121.27151,38.742711,FR,80,E,103.376,1.876,3
-121.293967,38.721366,ML,80,E,101.5,Pla1.876,3
-121.293967,38.721366,ML,80,E,101.5,Pla1.876,3
-121.504566,38.58113,ML,5,S,518.826,23.533,3
-121.510494,38.541466,ML,5,S,515.88,20.587,3
-120.287874,39.331564,ML,80,W,180.459,R9.19,3
-120.287874,39.331564,OR,80,W,180.459,R9.19,3
-120.287874,39.331564,FR,80,W,180.459,R9.19,3
-121.726747,38.673663,ML,5,S,535.375,5.43,3
-121.725913,38.673659,OR,5,S,535.33,5.385,3
-121.53417,38.657434,ML,5,S,524.432,29.139,3
-121.533962,38.657052,OR,5,S,524.403,29.11,3
-121.534711,38.658424,FR,5,S,524.507,29.214,3
-121.53299,38.655262,ML,5,S,524.268,28.975,3
-121.532627,38.654594,OR,5,S,524.218,28.925,3
-121.060049,38.656309,HV,50,E,30.282,1.476,3
-121.060204,38.656538,HV,50,W,30.281,1.475,3
-121.047245,38.657908,HV,50,E,31.009,2.203R,3
-121.04724,38.658448,HV,50,W,31.016,2.21L,3
-121.334983,38.566723,HV,50,W,13.47,R7.836,3
-121.336473,38.565998,HV,50,W,13.375,R7.741,3
-121.249522,38.77012,FF,65,S,64.619,R4.901,3
-121.249522,38.77012,FF,65,S,64.619,R4.901,3
-121.237943,38.776517,FF,80,E,106.401,R4.901,3
-121.238063,38.776642,FF,80,W,106.401,R4.901,3
-121.25868,38.76232,ML,80,E,104.893,3.393,3
-121.259223,38.761967,HV,80,W,104.859,3.359,3
-121.259223,38.761967,ML,80,W,104.859,3.359,3
-121.25868,38.76232,HV,80,E,104.893,3.393,3
-121.256321,38.765222,HV,80,W,105.137,3.637,3
-121.256321,38.765222,ML,80,W,105.137,3.637,3
-121.256321,38.765222,OR,80,W,105.137,3.637,3
-121.256112,38.765125,FR,80,E,105.137,3.637,3
-121.261974,38.757327,HV,80,E,104.506,3.006,3
-121.261974,38.757327,ML,80,E,104.506,3.006,3
-121.261974,38.757327,OR,80,E,104.506,3.006,3
-121.261974,38.757327,FR,80,E,104.506,3.006,3
-121.262886,38.756266,HV,80,W,104.419,2.919,3
-121.262886,38.756266,ML,80,W,104.419,2.919,3
-121.262886,38.756266,OR,80,W,104.419,2.919,3
-121.262886,38.756266,FR,80,W,104.419,2.919,3
-121.260283,38.759895,HV,80,E,104.705,3.205,3
-121.260283,38.759895,ML,80,E,104.705,3.205,3
-121.260283,38.759895,OR,80,E,104.705,3.205,3
-121.473948,38.543468,FR,99,S,297.729,23.284,3
-121.473931,38.542222,HV,99,S,297.643,23.198,3
-121.473931,38.542193,ML,99,S,297.641,23.196,3
-121.189423,38.640768,HV,50,E,23.092,17.422,3
-121.189439,38.640953,HV,50,W,23.092,17.422,3
-121.299476,38.583757,HV,50,W,15.729,R10.095,3
-121.299367,38.583616,HV,50,E,15.729,R10.095,3
-121.328152,38.570082,HV,50,W,13.906,R8.272,3
-121.328012,38.569862,HV,50,E,13.906,R8.272,3
-121.347837,38.561939,HV,50,E,12.689,R7.055,3
-121.347761,38.562181,HV,50,W,12.698,R7.064,3
-121.36168,38.560476,HV,50,E,11.933,R6.299,3
-121.372086,38.559377,HV,50,E,11.365,R5.731,3
-121.321505,38.573027,HV,50,W,14.319,R8.685,3
-121.321383,38.572854,HV,50,E,14.319,8.685,3
-121.335447,38.566218,HV,50,E,13.433,R7.799,3
-121.308533,38.578137,HV,50,E,15.102,R9.468,3
-121.308533,38.578137,OR,50,E,15.102,R9.468,3
-121.308533,38.578137,FR,50,E,15.102,R9.468,3
-121.278088,38.735774,HV,80,E,102.779,1.279,3
-121.278088,38.735774,ML,80,E,102.779,1.279,3
-121.27826,38.735947,HV,80,W,102.783,1.283,3
-121.27826,38.735947,ML,80,W,102.783,1.283,3
-121.26592,38.751289,HV,80,E,104.039,2.539,3
-121.178851,38.825204,ML,80,E,111.028,R9.528,3
-121.266146,38.751298,HV,80,W,104.034,2.534,3
-121.266146,38.751298,ML,80,W,104.034,2.534,3
-121.309407,38.577948,HV,50,W,15.056,R9.422,3
-121.309407,38.577948,ML,50,W,15.056,R9.422,3
-121.309407,38.577948,OR,50,W,15.056,R9.422,3
-121.306825,38.579095,HV,50,E,15.216,R9.582,3
-121.306825,38.579095,ML,50,E,15.216,R9.582,3
-121.306825,38.579095,OR,50,E,15.216,R9.582,3
-121.288659,38.590096,HV,50,E,16.465,R10.831,3
-121.288457,38.590221,OR,50,E,16.479,R10.845,3
-121.288832,38.589989,FR,50,E,16.453,R10.819,3
-121.306674,38.579395,HV,50,W,15.235,R9.601,3
-121.285681,38.591904,HV,50,E,16.668,R11.034,3
-121.286687,38.591295,ML,50,E,16.6,R10.966,3
-121.286228,38.591573,OR,50,E,16.631,R10.997,3
-121.271502,38.608727,HV,50,W,18.104,12.434,3
-121.388289,38.635499,FR,51,N,7.569,7.569,3
-121.339122,38.886033,ML,65,N,75.219,R15.457,3
-121.339568,38.885832,ML,65,S,75.21,R15.457,3
-121.270954,38.608682,ML,50,E,18.13,12.460,3
-121.270954,38.608682,ML,50,E,18.13,12.460,3
-121.421128,38.472569,FR,99,S,291.947,17.502,3
-121.421642,38.473043,OR,99,S,291.99,17.545,3
-121.421642,38.473043,HV,99,S,291.99,17.545,3
-121.421642,38.473043,ML,99,S,291.99,17.545,3
-121.28885,38.590212,HV,50,W,16.459,R10.825,3
-121.294616,38.256213,ML,99,N,275.4,0.93,3
-121.294616,38.256213,OR,99,N,275.4,0.93,3
-121.294844,38.256121,FR,99,S,275.375,0.93,3
-121.292608,38.252636,ML,99,S,275.106,0.661,3
-121.292608,38.252636,OR,99,S,275.106,0.661,3
-121.292418,38.252741,FR,99,N,275.131,0.661,3
-121.296635,38.794861,ML,65,N,67.716,M8.009,3
-121.296635,38.794861,OR,65,N,67.716,M8.009,3
-121.296635,38.794861,FR,65,N,67.716,M8.009,3
-121.298889,38.797916,ML,65,S,67.949,M8.237,3
-121.298889,38.797916,OR,65,S,67.949,M8.237,3
-121.296436,38.794303,ML,65,S,67.672,R7.954,3
-121.296436,38.794303,OR,65,S,67.672,R7.954,3
-121.298889,38.797916,FR,65,S,67.949,M8.237,3
-121.544788,38.603104,ML,80,W,84.276,M0.371,3
-120.980746,38.65862,HV,50,E,34.775,5.977,3
-120.52208,38.760469,HV,50,W,63.157,34.77,3
